time,d2m,T2,ssrd,strd,u10,v10,PRES,tp,number,expver,G,LWin,RRR,year
2007-01-01 00:00:00,243.38098,261.64264,16797246.0,8226635.5,1.335968,0.69683075,52035.316,1.2845276e-06,0,0001,0.0,142.06459,3.0286174e-06,2007
2007-01-01 01:00:00,242.29512,261.22418,16797246.0,8733648.0,1.3146362,0.8802166,52011.926,1.2845276e-06,0,0001,0.0,140.8368,0.0,2007
2007-01-01 02:00:00,241.60431,260.7575,16797246.0,9237688.0,1.2174835,1.0646877,51971.844,1.2845276e-06,0,0001,0.0,140.01111,0.0,2007
2007-01-01 03:00:00,240.58661,261.1958,16797246.0,9746483.0,1.5405731,1.6840858,51947.79,1.2946684e-06,0,0001,0.0,141.33194,1.0140866e-05,2007
2007-01-01 04:00:00,241.50276,261.0558,16797246.0,10255973.0,1.1932526,1.4362907,51896.406,1.2946684e-06,0,0001,0.0,141.525,0.0,2007
2007-01-01 05:00:00,242.46317,260.2926,16797246.0,10765646.0,1.0747223,1.1979218,51834.3,1.2946684e-06,0,0001,0.0,141.57584,0.0,2007
2007-01-01 06:00:00,243.56786,259.419,16797246.0,11273776.0,1.1387177,0.8750305,51804.543,1.2946684e-06,0,0001,0.0,141.14722,0.0,2007
2007-01-01 07:00:00,244.5196,258.50513,16797246.0,11781706.0,1.177185,0.48914146,51788.53,1.2946684e-06,0,0001,0.0,141.09166,0.0,2007
2007-01-01 08:00:00,245.33891,257.55353,16797246.0,12305196.0,1.1294403,0.27599525,51780.445,2.1402557e-06,0,0001,0.0,145.4139,0.00084558723,2007
2007-01-01 09:00:00,245.98318,256.50763,68.0,513910.72,1.1042938,0.22985458,51795.184,5.122274e-08,0,0001,0.018888889,142.75298,5.122274e-05,2007
2007-01-01 10:00:00,247.02216,256.7107,328225.62,1026114.06,1.1157379,0.23578453,51826.535,2.02097e-07,0,0001,91.1549,142.2787,0.00015087426,2007
2007-01-01 11:00:00,248.72932,259.26062,1409632.2,1586423.1,1.1914673,0.5642681,51878.234,4.898757e-07,0,0001,300.39072,155.6414,0.00028777868,2007
2007-01-01 12:00:00,252.98872,262.18567,3216258.8,2116741.2,1.1545563,1.0665493,51913.723,7.748604e-07,0,0001,501.8407,147.3106,0.0002849847,2007
