time,d2m,T2,ssrd,strd,u10,v10,PRES,tp,number,expver,G,LWin,RRR,year
2002-01-01 00:00:00,241.0685,255.5675,14564658.0,9222091.0,-0.69381714,-1.4112854,52308.47,6.8681686e-05,0,0001,0.0,179.28362,0.012714416,2002
2002-01-01 01:00:00,240.89835,254.911,14564658.0,9813631.0,-0.2602539,-1.345684,52303.746,7.2399525e-05,0,0001,0.0,164.31667,0.0037178397,2002
2002-01-01 02:00:00,240.73448,254.28299,14564658.0,10357554.0,-0.046325684,-1.2626953,52286.703,7.317066e-05,0,0001,0.0,151.08972,0.0007711351,2002
2002-01-01 03:00:00,240.68436,254.18669,14564658.0,10981724.0,-0.016159058,-1.2728882,52294.402,7.505938e-05,0,0001,0.0,173.38055,0.0018887222,2002
2002-01-01 04:00:00,240.36392,253.74771,14564658.0,11585417.0,0.00045776367,-1.1669312,52297.258,7.88182e-05,0,0001,0.0,167.6925,0.003758818,2002
2002-01-01 05:00:00,240.1623,253.44962,14564658.0,12231351.0,-0.01071167,-1.1860657,52291.33,8.5885076e-05,0,0001,0.0,179.42612,0.0070668757,2002
2002-01-01 06:00:00,240.03949,253.23088,14564658.0,12893271.0,-0.06561279,-1.2271118,52272.48,9.682253e-05,0,0001,0.0,183.86667,0.010937452,2002
2002-01-01 07:00:00,239.92438,253.07764,14564658.0,13532229.0,-0.17388916,-1.3229828,52306.074,0.000107558815,0,0001,0.0,177.48833,0.010736287,2002
2002-01-01 08:00:00,239.76987,252.94415,14564658.0,14155908.0,-0.27418518,-1.3092957,52336.84,0.00011632443,0,0001,0.0,173.24417,0.0087656155,2002
2002-01-01 09:00:00,239.57184,252.84521,51.25,616058.9,-0.343338,-1.2483673,52369.75,6.0838647e-06,0,0001,0.014236111,171.12747,0.0060838647,2002
2002-01-01 10:00:00,239.1526,253.55261,232062.38,1216163.6,-0.5312805,-1.0789642,52414.207,1.01150945e-05,0,0001,64.44753,166.69577,0.0040312298,2002
2002-01-01 11:00:00,237.11125,255.74121,1141111.2,1791081.9,-1.2527008,-0.76065063,52479.098,1.2126751e-05,0,0001,252.51358,159.69951,0.0020116568,2002
2002-01-01 12:00:00,235.10692,257.75897,2800769.0,2351613.2,-1.6329651,0.07241821,52479.93,1.25663355e-05,0,0001,461.01605,155.70316,0.00043958426,2002
2002-01-01 13:00:00,236.05177,259.4148,5041465.5,2861504.5,-1.9884033,0.5790558,52466.457,1.25663355e-05,0,0001,622.4157,141.63646,0.0,2002
2002-01-01 14:00:00,238.14766,260.5771,7578715.0,3350340.0,-1.9975586,1.0366058,52385.01,1.25663355e-05,0,0001,704.7915,135.78764,0.0,2002
2002-01-01 15:00:00,238.49623,261.3318,10095707.0,3872940.0,-1.8166962,1.1409149,52361.395,1.2971461e-05,0,0001,699.1644,145.16667,0.00040512532,2002
2002-01-01 16:00:00,238.44708,261.39667,12074410.0,4462537.0,-1.8106995,1.2231903,52311.242,1.5247613e-05,0,0001,549.6397,163.77695,0.0022761524,2002
