time,d2m,T2,ssrd,strd,u10,v10,PRES,tp,number,expver,G,LWin,RRR,year
2004-01-01 00:00:00,244.92065,257.18604,16667941.0,7891379.0,1.1694489,0.47065735,52147.555,4.4107435e-07,0,0001,0.0,140.29138,1.4901161e-05,2004
2004-01-01 01:00:00,244.61865,256.70697,16667941.0,8393355.0,1.2189484,0.42407227,52126.844,4.4107435e-07,0,0001,0.0,139.43777,0.0,2004
2004-01-01 02:00:00,244.63814,256.2527,16667941.0,8892259.0,1.2223816,0.318161,52104.3,4.4107435e-07,0,0001,0.0,138.58444,0.0,2004
2004-01-01 03:00:00,244.39879,256.31226,16667941.0,9386387.0,1.0965424,0.33587646,52064.1,1.3036461e-06,0,0001,0.0,137.25778,0.0008625717,2004
2004-01-01 04:00:00,244.69301,255.61807,16667941.0,9875659.0,1.0730019,0.07965088,52039.055,1.2917253e-06,0,0001,0.0,135.90889,-1.1920747e-05,2004
2004-01-01 05:00:00,244.86903,254.81096,16667941.0,10362350.0,1.0174046,-0.17501831,52004.38,1.275539e-06,0,0001,0.0,135.19194,-1.6186277e-05,2004
2004-01-01 06:00:00,244.93535,253.95796,16667941.0,10847588.0,1.0110455,-0.35827637,51964.504,1.276665e-06,0,0001,0.0,134.78833,1.1259544e-06,2004
2004-01-01 07:00:00,244.98071,253.26572,16667941.0,11332467.0,0.99933815,-0.43597412,51949.098,1.276665e-06,0,0001,0.0,134.68861,0.0,2004
2004-01-01 08:00:00,245.04028,252.6483,16667941.0,11816878.0,1.0260515,-0.5309906,51971.633,1.2694627e-06,0,0001,0.0,134.55861,-7.2022885e-06,2004
2004-01-01 09:00:00,244.86414,251.92181,85.4375,491545.62,1.0493526,-0.558136,52006.527,1.3038516e-08,0,0001,0.023732638,136.54045,1.3038516e-05,2004
2004-01-01 10:00:00,245.13115,252.68742,319681.75,982382.75,1.023921,-0.46228027,52048.31,4.1909516e-08,0,0001,88.77676,136.34364,2.8871e-05,2004
2004-01-01 11:00:00,246.92342,256.50055,1419642.2,1486057.8,1.185008,0.09423828,52122.293,7.8231096e-08,0,0001,305.5446,139.90973,3.632158e-05,2004
2004-01-01 12:00:00,250.49197,259.10977,3227967.0,1995300.1,1.3769684,0.80589294,52161.85,1.17346644e-07,0,0001,502.31244,141.45622,3.9115548e-05,2004
2004-01-01 13:00:00,251.76192,261.385,5539214.0,2509060.0,2.628028,1.466507,52132.176,1.15484e-07,0,0001,642.01306,142.71107,-1.8626451e-06,2004
2004-01-01 14:00:00,251.09744,262.20825,8130682.0,3045078.8,3.1462708,1.8313141,52058.98,1.3038516e-07,0,0001,719.85223,148.8941,1.4901161e-05,2004
2004-01-01 15:00:00,249.4082,262.30432,10719524.0,3581463.8,3.751587,1.6782074,52018.254,1.6763806e-07,0,0001,719.1228,148.99583,3.7252903e-05,2004
2004-01-01 16:00:00,248.99937,262.04132,13015358.0,4112717.5,3.4991913,1.4888763,51989.145,1.7508864e-07,0,0001,637.7317,147.57048,7.4505806e-06,2004
2004-01-01 17:00:00,249.04814,261.73456,14819856.0,4645289.5,2.6084442,1.7014923,51949.84,1.7508864e-07,0,0001,501.24945,147.93666,0.0,2004
2004-01-01 18:00:00,248.4896,261.375,15970260.0,5163342.0,1.7474365,1.6851654,51940.418,1.7508864e-07,0,0001,319.55667,143.90347,0.0,2004
2004-01-01 19:00:00,247.8844,260.5819,16356428.0,5670205.5,1.145813,1.3465576,51951.176,2.0489097e-07,0,0001,107.26889,140.79541,2.9802322e-05,2004
2004-01-01 20:00:00,246.04411,259.84534,16358546.0,6179388.0,0.68756104,1.2270508,51947.83,2.3469329e-07,0,0001,0.5883333,141.43959,2.9802322e-05,2004
2004-01-01 21:00:00,244.66296,259.3172,16358546.0,6679652.0,0.7882843,1.1846771,51962.71,2.3469329e-07,0,0001,0.0,138.96222,0.0,2004
2004-01-01 22:00:00,243.39784,258.43323,16358546.0,7173248.0,0.90519714,0.9788971,51985.5,2.3469329e-07,0,0001,0.0,137.11,0.0,2004
2004-01-01 23:00:00,242.40192,257.7525,16358546.0,7663468.5,0.95162964,0.9029236,52010.39,2.3469329e-07,0,0001,0.0,136.17236,0.0,2004
2004-01-02 00:00:00,241.94489,257.25195,16358546.0,8152297.0,1.0277863,0.92211914,52033.465,6.6235657e-07,0,0001,0.0,135.78569,0.00042766327,2004
2004-01-02 01:00:00,242.25278,256.74573,16358546.0,8641084.0,1.0532074,0.9243469,51999.01,6.6235657e-07,0,0001,0.0,135.77417,0.0,2004
2004-01-02 02:00:00,243.17632,256.24557,16358546.0,9127543.0,1.0572357,0.89193726,51965.914,6.6235657e-07,0,0001,0.0,135.1275,0.0,2004
2004-01-02 03:00:00,246.33723,256.08972,16358546.0,9617154.0,1.0492096,1.0541687,51918.594,6.6235657e-07,0,0001,0.0,136.00305,0.0,2004
2004-01-02 04:00:00,247.27684,255.44638,16358546.0,10102423.0,1.0883484,0.9208832,51901.58,6.6235657e-07,0,0001,0.0,134.79695,0.0,2004
2004-01-02 05:00:00,247.86275,254.95381,16358546.0,10581667.0,1.0769653,0.6937866,51896.258,6.6235657e-07,0,0001,0.0,133.12334,0.0,2004
2004-01-02 06:00:00,248.17094,254.43445,16358546.0,11072986.0,1.0751038,0.5178375,51879.555,6.6980715e-07,0,0001,0.0,136.4775,7.4505806e-06,2004
2004-01-02 07:00:00,248.34811,253.87862,16358546.0,11551538.0,1.0972137,0.3789978,51884.652,6.884336e-07,0,0001,0.0,132.9311,1.8626451e-05,2004
2004-01-02 08:00:00,248.51889,253.45023,16358546.0,12029391.0,1.1045685,0.25860596,51906.84,8.150935e-07,0,0001,0.0,132.73694,0.00012665987,2004
2004-01-02 09:00:00,248.58644,252.70912,51.25,480178.9,1.111496,0.14338684,51943.383,3.5203993e-07,0,0001,0.014236111,133.38303,0.00035203993,2004
2004-01-02 10:00:00,249.05598,253.69994,322383.75,973900.25,1.035675,0.09056091,51983.117,9.546056e-07,0,0001,89.536804,137.14482,0.0006025657,2004
2004-01-02 11:00:00,250.37935,256.67603,1413395.5,1472794.9,1.1567383,0.6204071,52055.734,1.4426187e-06,0,0001,303.0588,138.58183,0.00048801303,2004
2004-01-02 12:00:00,252.45596,259.4715,3224298.0,1976093.4,1.2447968,1.2868347,52091.734,1.6810372e-06,0,0001,503.02847,139.80515,0.00023841858,2004
2004-01-02 13:00:00,252.77559,261.60632,5557666.5,2496199.2,1.9234314,2.0513153,52073.176,1.850538e-06,0,0001,648.1579,144.47386,0.00016950071,2004
2004-01-02 14:00:00,251.73283,262.63733,8123560.5,3010648.5,2.3359375,2.3358612,52002.555,2.0693988e-06,0,0001,712.74835,142.90257,0.0002188608,2004
2004-01-02 15:00:00,250.98187,263.23248,10744012.0,3549218.5,2.5785675,2.6100922,51902.188,2.346933e-06,0,0001,727.9032,149.60278,0.00027753413,2004
2004-01-02 16:00:00,250.40872,263.4901,13127324.0,4070367.8,2.6760712,2.6208038,51847.977,2.3599714e-06,0,0001,662.0311,144.76369,1.3038516e-05,2004
2004-01-02 17:00:00,250.36224,263.29352,15005856.0,4587299.5,2.4768524,2.322464,51824.543,2.3599714e-06,0,0001,521.81445,143.59215,0.0,2004
2004-01-02 18:00:00,250.08685,262.7058,16172776.0,5117648.5,2.2838135,1.790741,51820.746,2.3599714e-06,0,0001,324.14444,147.31917,0.0,2004
2004-01-02 19:00:00,248.9764,262.10645,16564237.0,5644674.0,1.881897,1.5724182,51857.457,2.3599714e-06,0,0001,108.73917,146.39597,0.0,2004
2004-01-02 20:00:00,246.80345,261.85602,16566839.0,6173814.0,1.8970642,1.8714447,51863.742,2.3599714e-06,0,0001,0.7227778,146.98334,0.0,2004
2004-01-02 21:00:00,244.69792,261.2351,16566839.0,6687410.0,1.8986359,2.0110474,51911.31,2.3599714e-06,0,0001,0.0,142.66556,0.0,2004
2004-01-02 22:00:00,243.9148,260.2207,16566839.0,7189303.0,1.7520294,1.9336853,51935.32,2.3599714e-06,0,0001,0.0,139.41472,0.0,2004
2004-01-02 23:00:00,244.0134,259.07434,16566838.0,7684389.5,1.6123047,1.7851257,51966.566,2.3599714e-06,0,0001,-0.00027777778,137.52403,0.0,2004
2004-01-03 00:00:00,244.33623,257.91827,16566838.0,8174879.0,1.4212799,1.5602665,51973.16,2.3581088e-06,0,0001,0.0,136.24709,-1.8626451e-06,2004
2004-01-03 01:00:00,244.6631,256.92108,16566838.0,8658304.0,1.2333527,1.3224049,51970.18,2.3581088e-06,0,0001,0.0,134.28473,0.0,2004
2004-01-03 02:00:00,245.10274,256.166,16566838.0,9133937.0,1.1018219,1.0712528,51944.07,2.3581088e-06,0,0001,0.0,132.12029,0.0,2004
2004-01-03 03:00:00,245.78702,254.93799,16566838.0,9596222.0,0.9380493,0.7808533,51895.617,2.3581088e-06,0,0001,0.0,128.4125,0.0,2004
2004-01-03 04:00:00,245.97342,253.9849,16566838.0,10049355.0,0.9698334,0.40151978,51884.965,2.3581088e-06,0,0001,0.0,125.87028,0.0,2004
2004-01-03 05:00:00,245.97475,253.00926,16566838.0,10494383.0,0.9484253,0.017349243,51870.82,2.3581088e-06,0,0001,0.0,123.61889,0.0,2004
2004-01-03 06:00:00,245.7637,252.01262,16566838.0,10933327.0,0.9707947,-0.2908783,51858.07,2.3581088e-06,0,0001,0.0,121.92889,0.0,2004
2004-01-03 07:00:00,245.34473,251.11684,16566838.0,11370974.0,0.9674988,-0.4185028,51871.625,2.3581088e-06,0,0001,0.0,121.56861,0.0,2004
2004-01-03 08:00:00,244.81683,250.36324,16566838.0,11813266.0,0.9690094,-0.45224,51893.2,2.361834e-06,0,0001,0.0,122.85889,3.7252903e-06,2004
2004-01-03 09:00:00,244.46852,249.96251,51.25,447072.06,0.97673035,-0.47755432,51949.613,2.514571e-08,0,0001,0.014236111,124.18668,2.514571e-05,2004
2004-01-03 10:00:00,244.45566,251.16882,324330.75,904796.5,0.96665955,-0.33692932,51997.195,4.1909516e-08,0,0001,90.07764,127.145676,1.6763806e-05,2004
2004-01-03 11:00:00,246.25288,255.11163,1430266.0,1378054.6,1.1111755,0.3020172,52073.99,5.8673322e-08,0,0001,307.20422,131.46059,1.6763806e-05,2004
2004-01-03 12:00:00,249.42578,258.16077,3255786.2,1861739.9,1.2606506,1.0246124,52094.977,5.8673322e-08,0,0001,507.08896,134.35701,0.0,2004
2004-01-03 13:00:00,250.8965,260.43292,5605740.0,2351518.0,1.756958,1.7235565,52077.6,5.8673322e-08,0,0001,652.76495,136.04948,0.0,2004
2004-01-03 14:00:00,249.89241,261.62634,8233376.0,2848198.5,2.5005798,1.9339752,52012.74,5.9604645e-08,0,0001,729.89886,137.96681,9.313226e-07,2004
2004-01-03 15:00:00,249.38214,262.39465,10855524.0,3365975.0,2.9411926,2.2391052,51926.027,1.5832484e-07,0,0001,728.37445,143.82681,9.872019e-05,2004
2004-01-03 16:00:00,248.28345,262.49146,13205420.0,3898063.8,2.9823456,2.2001152,51870.363,1.8253922e-07,0,0001,652.7489,147.80243,2.4214387e-05,2004
2004-01-03 17:00:00,247.7014,262.18073,15007608.0,4467923.5,2.789734,2.0430279,51849.473,5.4575503e-07,0,0001,500.6078,158.29437,0.0003632158,2004
2004-01-03 18:00:00,248.31856,261.50006,16125918.0,5033351.0,1.9227295,1.7765884,51841.44,2.0340085e-06,0,0001,310.64166,157.0632,0.0014882535,2004
2004-01-03 19:00:00,248.1558,260.64276,16512668.0,5566350.5,1.173667,1.5526943,51841.98,4.355982e-06,0,0001,107.43056,148.05542,0.0023219737,2004
2004-01-03 20:00:00,247.90826,259.91553,16515723.0,6089552.0,0.68288517,1.4184742,51847.93,5.3264203e-06,0,0001,0.8486111,145.33376,0.0009704381,2004
2004-01-03 21:00:00,247.03287,259.34467,16515723.0,6601975.0,0.8233843,1.5277929,51856.145,5.4046513e-06,0,0001,0.0,142.33972,7.8231096e-05,2004
2004-01-03 22:00:00,245.44057,258.81262,16515723.0,7123315.0,1.1693087,1.717619,51893.965,5.412102e-06,0,0001,0.0,144.81667,7.4505806e-06,2004
2004-01-03 23:00:00,243.59988,258.16644,16515722.0,7619249.0,1.5263815,1.8740063,51919.633,5.412102e-06,0,0001,-0.00027777778,137.75945,0.0,2004
2004-01-04 00:00:00,242.41058,257.55362,16515722.0,8103445.5,1.7008495,1.9162102,51944.31,5.4083766e-06,0,0001,0.0,134.49902,-3.7252903e-06,2004
2004-01-04 01:00:00,241.87762,256.87122,16515722.0,8574300.0,1.7063503,1.8581829,51952.32,5.412102e-06,0,0001,0.0,130.79292,3.7252903e-06,2004
2004-01-04 02:00:00,241.68536,256.03876,16515722.0,9033120.0,1.4988327,1.6568775,51944.84,5.412102e-06,0,0001,0.0,127.45,0.0,2004
2004-01-04 03:00:00,243.93964,255.0517,16515722.0,9485292.0,1.1541119,1.3139629,51934.98,5.412102e-06,0,0001,0.0,125.60333,0.0,2004
2004-01-04 04:00:00,244.30966,254.45096,16515722.0,9930806.0,0.83187103,0.85473824,51922.87,5.412102e-06,0,0001,0.0,123.75389,0.0,2004
2004-01-04 05:00:00,244.5574,253.49615,16515722.0,10369832.0,0.6312752,0.4866476,51902.625,5.412102e-06,0,0001,0.0,121.95167,0.0,2004
2004-01-04 06:00:00,244.72209,252.36769,16515722.0,10808909.0,0.57374763,0.25343513,51881.12,5.412102e-06,0,0001,0.0,121.965836,0.0,2004
2004-01-04 07:00:00,244.918,251.33517,16515722.0,11247532.0,0.5781021,0.12042141,51850.125,5.412102e-06,0,0001,0.0,121.83972,0.0,2004
